segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag
17,frame_002183.jpg,frame_002262.jpg,80,0.0,0.0,0.0,0.550067,0.0,0.0,12.93876988,77.52864878,none,low,0
18,frame_002263.jpg,frame_002341.jpg,79,0.0,0.0,0.0,0.52913,0.0,0.0,12.93879288,77.52878435,none,low,0
19,frame_002342.jpg,frame_002413.jpg,72,0.006379,0.172229,0.008845,0.536886,0.03,0.051669,12.93881338,77.52892032,longitudinal_crack,low,0
20,frame_002414.jpg,frame_002484.jpg,71,0.01955,0.236961,0.035181,0.544301,0.11,0.071088,12.93883214,77.52905864,alligator_crack,low,0
21,frame_002485.jpg,frame_002558.jpg,74,0.00501,0.142016,0.003822,0.542516,0.01,0.042605,12.93885692,77.52919555,alligator_crack,low,0
22,frame_002559.jpg,frame_002635.jpg,77,0.0,0.0,0.0,0.56207,0.0,0.0,12.93887981,77.52933053,none,low,0
23,frame_002636.jpg,frame_002707.jpg,72,0.0,0.0,0.0,0.563029,0.0,0.0,12.93889973,77.52946689,none,low,0
24,frame_002708.jpg,frame_002778.jpg,71,0.0,0.0,0.0,0.547399,0.0,0.0,12.93892802,77.52960338,none,low,0
25,frame_002779.jpg,frame_002849.jpg,71,0.0,0.0,0.0,0.516777,0.0,0.0,12.93895227,77.52974038,none,low,0
26,frame_002850.jpg,frame_002916.jpg,67,0.0,0.0,0.0,0.511036,0.0,0.0,12.93897719,77.52987569,none,low,0
27,frame_002917.jpg,frame_002985.jpg,69,0.0,0.0,0.0,0.536438,0.0,0.0,12.93900345,77.5300099,none,low,0
28,frame_002986.jpg,frame_003054.jpg,69,0.001601,0.014086,0.067245,0.549091,0.23,0.004226,12.93902759,77.53014741,longitudinal_crack,low,0
29,frame_003055.jpg,frame_003122.jpg,68,2.7e-05,0.000748,0.004296,0.525688,0.01,0.000224,12.93905254,77.53028271,longitudinal_crack,low,0
30,frame_003123.jpg,frame_003188.jpg,66,0.0,0.0,0.0,0.51638,0.0,0.0,12.93907381,77.53041975,none,low,0
31,frame_003189.jpg,frame_003252.jpg,64,0.0,0.0,0.0,0.519216,0.0,0.0,12.93909078,77.53055733,none,low,0
32,frame_003253.jpg,frame_003318.jpg,66,0.115561,0.645765,0.111964,0.524782,0.26,0.19373,12.93910486,77.53069395,alligator_crack,low,1
33,frame_003319.jpg,frame_003388.jpg,70,0.0,0.0,0.0,0.519719,0.0,0.0,12.93912846,77.5308318,none,low,0
34,frame_003389.jpg,frame_003461.jpg,73,0.0,0.0,0.0,0.529455,0.0,0.0,12.93915693,77.5309663,none,low,0
35,frame_003462.jpg,frame_003544.jpg,83,0.0,0.0,0.0,0.550143,0.0,0.0,12.93918004,77.53110712,none,low,0
36,frame_003545.jpg,frame_003720.jpg,176,0.0,0.0,0.0,0.633426,0.0,0.0,12.93920258,77.53125293,none,low,0
37,frame_003721.jpg,frame_004325.jpg,605,0.003538,0.138517,0.003753,0.597798,0.01,0.041555,12.93923749,77.53134644,alligator_crack,low,0
38,frame_004326.jpg,frame_004475.jpg,150,0.0,0.0,0.0,0.528888,0.0,0.0,12.9392186,77.53148048,none,low,0
39,frame_004476.jpg,frame_004580.jpg,105,0.000724,0.024812,0.003086,0.528592,0.01,0.007444,12.93909548,77.53152083,pothole,low,0
40,frame_004581.jpg,frame_004681.jpg,101,0.003873,0.129778,0.004839,0.51935,0.01,0.038933,12.93896148,77.53153035,alligator_crack,low,0
41,frame_004682.jpg,frame_004775.jpg,94,0.0,0.0,0.0,0.523037,0.0,0.0,12.93882647,77.53153784,none,low,0
42,frame_004776.jpg,frame_004867.jpg,92,0.0,0.0,0.0,0.51548,0.0,0.0,12.93869158,77.5315396,none,low,0
43,frame_004868.jpg,frame_004971.jpg,104,0.010584,0.119927,0.03321,0.519741,0.1,0.035978,12.93855432,77.53154078,pothole,low,0
44,frame_004972.jpg,frame_005077.jpg,106,0.0,0.0,0.0,0.525543,0.0,0.0,12.93844755,77.53159158,none,low,0
45,frame_005078.jpg,frame_005235.jpg,158,0.0,0.0,0.0,0.510065,0.0,0.0,12.93841204,77.53172668,none,low,0
46,frame_005236.jpg,frame_005353.jpg,118,0.0,0.0,0.0,0.530362,0.0,0.0,12.9383741,77.53185348,none,low,0
47,frame_005354.jpg,frame_005470.jpg,117,0.009235,0.129657,0.027961,0.535968,0.07,0.038897,12.93833946,77.5319911,longitudinal_crack,low,0
48,frame_005471.jpg,frame_005649.jpg,179,0.011394,0.150062,0.074461,0.517282,0.13,0.045019,12.93828558,77.53210997,longitudinal_crack,low,0
49,frame_005650.jpg,frame_005769.jpg,120,0.013935,0.181134,0.023829,0.516402,0.07,0.05434,12.93822468,77.53223145,pothole,low,0
50,frame_005770.jpg,frame_005957.jpg,188,0.09734,0.553833,0.101899,0.540468,0.24,0.16615,12.93820658,77.53237763,alligator_crack,low,1
51,frame_005958.jpg,frame_006108.jpg,151,0.007966,0.189425,0.009143,0.52083,0.02,0.056827,12.93817345,77.53249806,alligator_crack,low,0
52,frame_006109.jpg,frame_006279.jpg,171,0.0,0.0,0.0,0.528657,0.0,0.0,12.93807462,77.53261281,none,low,0
53,frame_006280.jpg,frame_006566.jpg,287,0.006264,0.158491,0.006635,0.533849,0.02,0.047547,12.93799046,77.53269841,pothole,low,0
54,frame_006567.jpg,frame_006651.jpg,85,0.0,0.0,0.0,0.516732,0.0,0.0,12.9379226,77.53277452,none,low,0
