seg_a,seg_b,dist_m
39,46,82.45
39,47,89.8
39,48,99.35
40,41,15.01
40,42,30.01
40,43,44.76
40,44,55.79
40,45,62.41
40,46,69.28
40,47,78.01
40,48,88.86
40,49,99.96
41,42,15.01
41,43,29.75
41,44,41.07
41,45,48.85
41,46,57.46
41,47,67.94
41,48,80.25
41,49,92.62
42,43,14.79
42,44,27.04
42,45,37.1
42,46,48.27
42,47,60.84
42,48,74.62
42,49,88.18
43,44,13.88
43,45,27.07
43,46,40.86
43,47,55.16
43,48,69.96
43,49,84.38
43,50,99.01
44,45,14.65
44,46,29.59
44,47,44.57
44,48,59.7
44,49,74.45
44,50,89.44
45,46,15.1
45,47,30.17
45,48,45.33
45,49,60.13
45,50,75.22
45,51,89.73
46,47,15.08
46,48,30.23
46,49,45.04
46,50,60.15
46,51,74.66
46,52,90.01
47,48,15.16
47,49,29.96
47,50,45.07
47,51,59.59
47,52,74.93
47,53,89.82
48,49,14.82
48,50,29.97
48,51,44.48
48,52,59.81
48,53,74.69
48,54,89.6
49,50,15.18
49,51,29.66
49,52,45.0
49,53,59.87
49,54,74.78
49,55,89.73
50,51,14.51
50,52,29.86
50,53,44.75
50,54,59.66
50,55,74.62
50,56,89.7
51,52,15.35
51,53,30.24
51,54,45.15
51,55,60.11
51,56,75.19
51,57,90.07
52,53,14.89
52,54,29.81
52,55,44.76
52,56,59.84
52,57,74.74
52,58,89.58
53,54,14.92
53,55,29.87
53,56,44.96
53,57,59.89
53,58,74.77
53,59,89.67
54,55,14.96
54,56,30.07
54,57,45.05
54,58,59.98
54,59,74.89
54,60,89.83
55,56,15.13
55,57,30.17
55,58,45.14
55,59,60.06
55,60,74.98
55,61,89.82
56,57,15.08
56,58,30.07
56,59,44.98
56,60,59.88
56,61,74.7
56,62,89.72
57,58,14.99
57,59,29.9
57,60,44.81
57,61,59.66
57,62,74.72
57,63,89.75
58,59,14.92
58,60,29.86
58,61,44.76
58,62,59.87
58,63,74.94
58,64,89.61
59,60,14.96
59,61,29.9
59,62,45.05
59,63,60.15
59,64,74.85
59,65,89.47
60,61,14.96
60,62,30.13
60,63,45.25
60,64,59.96
60,65,74.61
60,66,89.98
61,62,15.18
61,63,30.3
61,64,45.02
61,65,59.68
61,66,75.06
61,67,90.13
62,63,15.12
62,64,29.84
62,65,44.51
62,66,59.89
62,67,74.96
62,68,89.4
63,64,14.72
63,65,29.4
63,66,44.78
63,67,59.85
63,68,74.28
63,69,88.97
64,65,14.69
64,66,30.07
64,67,45.13
64,68,59.55
64,69,74.25
64,70,89.01
65,66,15.38
65,67,30.45
65,68,44.9
65,69,59.65
65,70,74.48
65,71,89.23
66,67,15.09
66,68,29.56
66,69,44.36
66,70,59.27
66,71,74.13
66,72,89.14
67,68,14.47
67,69,29.31
67,70,44.28
67,71,59.22
67,72,74.3
67,73,89.12
68,69,14.88
68,70,29.91
68,71,44.93
68,72,60.06
68,73,74.91
68,74,87.98
68,75,99.63
69,70,15.06
69,71,30.12
69,72,45.27
69,73,60.12
69,74,73.1
69,75,84.79
69,76,93.82
70,71,15.08
70,72,30.24
70,73,45.09
70,74,58.07
70,75,69.98
70,76,79.55
70,77,87.28
70,78,94.07
71,72,15.16
71,73,30.01
71,74,43.16
71,75,55.6
71,76,66.09
71,77,75.04
71,78,83.31
71,79,93.13
72,73,14.85
72,74,28.35
72,75,41.63
72,76,53.44
72,77,63.95
72,78,74.01
72,79,85.54
72,80,96.79
73,74,14.36
73,75,28.87
73,76,42.36
73,77,54.68
73,78,66.66
73,79,79.84
73,80,92.36
74,75,14.91
74,76,29.29
74,77,42.72
74,78,55.99
74,79,70.27
74,80,83.64
74,81,97.7
75,76,14.9
75,77,29.1
75,78,43.35
75,79,58.41
75,80,72.37
75,81,86.97
76,77,14.5
76,78,29.25
76,79,44.7
76,80,58.95
76,81,73.84
76,82,89.05
77,78,14.96
77,79,30.55
77,80,44.91
77,81,59.92
77,82,75.23
77,83,89.95
78,79,15.6
78,80,29.97
78,81,45.01
78,82,60.35
78,83,75.09
78,84,90.22
79,80,14.39
79,81,29.45
79,82,44.81
79,83,59.55
79,84,74.69
79,85,89.57
80,81,15.07
80,82,30.44
80,83,45.18
80,84,60.32
80,85,75.21
80,86,90.26
81,82,15.37
81,83,30.11
81,84,45.25
81,85,60.14
81,86,75.19
81,87,89.91
82,83,14.75
82,84,29.88
82,85,44.77
82,86,59.82
82,87,74.54
82,88,89.51
83,84,15.14
83,85,30.03
83,86,45.08
83,87,59.8
83,88,74.76
83,89,89.75
84,85,14.89
84,86,29.94
84,87,44.66
84,88,59.62
84,89,74.61
84,90,89.9
85,86,15.05
85,87,29.77
85,88,44.74
85,89,59.73
85,90,75.01
85,91,89.83
86,87,14.72
86,88,29.69
86,89,44.69
86,90,59.97
86,91,74.79
86,92,89.49
87,88,14.98
87,89,29.99
87,90,45.26
87,91,60.07
87,92,74.77
87,93,88.82
88,89,15.01
88,90,30.28
88,91,45.09
88,92,59.81
88,93,73.94
88,94,88.14
89,90,15.28
89,91,30.1
89,92,44.85
89,93,59.12
89,94,73.52
89,95,87.77
90,91,14.82
90,92,29.59
90,93,44.02
90,94,58.64
90,95,73.08
90,96,88.0
91,92,14.83
91,93,29.5
91,94,44.41
91,95,59.04
91,96,74.05
91,97,89.14
92,93,14.9
92,94,30.05
92,95,44.8
92,96,59.82
92,97,74.82
92,98,89.39
93,94,15.2
93,95,29.96
93,96,44.96
93,97,59.93
93,98,74.49
93,99,88.91
94,95,14.76
94,96,29.77
94,97,44.78
94,98,59.42
94,99,73.97
94,100,88.27
95,96,15.02
95,97,30.1
95,98,44.87
95,99,59.58
95,100,74.08
95,101,88.15
96,97,15.15
96,98,30.03
96,99,44.9
96,100,59.6
96,101,73.95
96,102,88.53
97,98,14.93
97,99,29.89
97,100,44.73
97,101,59.28
97,102,74.05
97,103,88.67
98,99,15.0
98,100,29.93
98,101,44.62
98,102,59.53
98,103,74.26
98,104,89.18
99,100,14.97
99,101,29.79
99,102,44.78
99,103,59.59
99,104,74.56
99,105,89.74
100,101,14.88
100,102,29.92
100,103,44.77
100,104,59.75
100,105,74.96
100,106,89.57
101,102,15.05
101,103,29.9
101,104,44.88
101,105,60.1
101,106,74.73
101,107,89.75
102,103,14.85
102,104,29.84
102,105,45.06
102,106,59.71
102,107,74.78
102,108,89.0
103,104,14.99
103,105,30.21
103,106,44.87
103,107,59.99
103,108,74.28
103,109,88.56
104,105,15.23
104,106,29.94
104,107,45.14
104,108,59.52
104,109,73.97
104,110,88.35
105,106,14.77
105,107,30.07
105,108,44.55
105,109,59.2
105,110,73.8
105,111,88.78
106,107,15.34
106,108,29.86
106,109,44.64
106,110,59.4
106,111,74.51
106,112,89.58
107,108,14.54
107,109,29.42
107,110,44.3
107,111,59.51
107,112,74.69
107,113,89.51
108,109,14.99
108,110,29.99
108,111,45.27
108,112,60.53
108,113,75.43
108,114,89.25
109,110,15.02
109,111,30.32
109,112,45.61
109,113,60.53
109,114,74.39
109,115,86.2
109,116,91.98
109,117,95.22
110,111,15.29
110,112,30.59
110,113,45.53
110,114,59.4
110,115,71.41
110,116,77.82
110,117,82.06
110,118,89.11
110,119,97.19
111,112,15.31
111,113,30.27
111,114,44.15
111,115,56.44
111,116,63.76
111,117,69.37
111,118,77.98
111,119,87.58
111,120,97.74
112,113,14.96
112,114,28.85
112,115,41.44
112,116,49.93
112,117,57.3
112,118,67.73
112,119,78.96
112,120,90.66
113,114,13.9
113,115,26.97
113,116,37.25
113,117,46.97
113,118,59.42
113,119,72.25
113,120,85.38
113,121,98.84
114,115,14.17
114,116,27.19
114,117,39.63
114,118,53.84
114,119,67.92
114,120,82.15
114,121,96.51
115,116,14.84
115,117,29.02
115,118,44.1
115,119,58.8
115,120,73.65
115,121,88.55
116,117,14.57
116,118,29.76
116,119,44.56
116,120,59.58
116,121,74.64
116,122,89.32
117,118,15.19
117,119,29.99
117,120,45.02
117,121,60.11
117,122,74.82
117,123,89.64
118,119,14.82
118,120,29.88
118,121,45.02
118,122,59.8
118,123,74.69
118,124,89.68
119,120,15.1
119,121,30.28
119,122,45.11
119,123,60.05
119,124,75.08
119,125,90.18
120,121,15.18
120,122,30.05
120,123,45.01
120,124,60.05
120,125,75.18
120,126,89.76
121,122,14.88
121,123,29.86
121,124,44.91
121,125,60.06
121,126,74.66
121,127,89.75
122,123,14.99
122,124,30.03
122,125,45.19
122,126,59.8
122,127,74.89
122,128,89.98
123,124,15.05
123,125,30.2
123,126,44.82
123,127,59.92
123,128,75.0
123,129,89.12
124,125,15.16
124,126,29.79
124,127,44.89
124,128,59.96
124,129,74.08
124,130,88.07
125,126,14.63
125,127,29.74
125,128,44.8
125,129,58.97
125,130,73.09
125,131,86.81
125,132,97.26
126,127,15.11
126,128,30.18
126,129,44.5
126,130,58.86
126,131,72.83
126,132,83.46
127,128,15.12
127,129,29.69
127,130,44.38
127,131,58.67
127,132,69.5
128,129,14.88
128,130,29.89
128,131,44.44
128,132,55.42
129,130,15.07
129,131,29.69
129,132,40.72
130,131,14.64
130,132,25.68
131,132,11.05
