segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag
25,frame_002249.jpg,frame_002336.jpg,88,0.0,0.0,0.0,0.771357,0.0,0.0,12.91415434,77.52490608,none,low,0
26,frame_002337.jpg,frame_002419.jpg,83,0.003484,0.129053,0.003075,0.856629,0.01,0.038716,12.91414522,77.52476791,longitudinal_crack,low,0
27,frame_002420.jpg,frame_002508.jpg,89,0.015752,0.245783,0.01441,0.970743,0.04,0.073735,12.91415165,77.5246254,longitudinal_crack,low,0
28,frame_002509.jpg,frame_002623.jpg,115,0.125384,0.523811,0.232782,0.989724,0.76,0.157143,12.91417836,77.52450207,pothole,low,1
29,frame_002624.jpg,frame_002700.jpg,77,0.005407,0.078187,0.016718,0.985478,0.05,0.023456,12.91421533,77.52436598,pothole,low,0
30,frame_002701.jpg,frame_002778.jpg,78,0.060451,0.419418,0.07793,0.997562,0.22,0.125825,12.91425418,77.52423296,longitudinal_crack,low,0
31,frame_002779.jpg,frame_002854.jpg,76,0.070577,0.420032,0.166719,0.999018,0.34,0.12601,12.91429634,77.5241004,pothole,low,0
32,frame_002855.jpg,frame_002924.jpg,70,0.097464,0.515042,0.128192,0.983416,0.34,0.154512,12.91433702,77.5239696,pothole,low,1
33,frame_002925.jpg,frame_002996.jpg,72,0.062591,0.38478,0.12203,0.974188,0.31,0.115434,12.91438865,77.52383823,pothole,low,0
34,frame_002997.jpg,frame_003113.jpg,117,0.144746,0.60605,0.161687,0.999811,0.61,0.181815,12.91443842,77.52370289,pothole,low,1
35,frame_003114.jpg,frame_003225.jpg,112,0.01058,0.167311,0.017222,0.984234,0.06,0.050193,12.91449242,77.52359428,pothole,low,0
36,frame_003226.jpg,frame_003309.jpg,84,0.005624,0.108318,0.021171,0.978136,0.07,0.032496,12.91452732,77.52345804,pothole,low,0
37,frame_003310.jpg,frame_003385.jpg,76,0.040383,0.234695,0.211072,1.0,0.39,0.070408,12.91457672,77.5233269,pothole,low,0
38,frame_003386.jpg,frame_003453.jpg,68,0.125148,0.50503,0.203681,1.0,0.62,0.151509,12.91462462,77.52319869,pothole,low,1
39,frame_003454.jpg,frame_003533.jpg,80,0.0,0.0,0.0,0.9848,0.0,0.0,12.91467077,77.52306489,none,low,0
40,frame_003534.jpg,frame_003606.jpg,73,0.0,0.0,0.0,0.993059,0.0,0.0,12.91470539,77.52293818,none,low,0
41,frame_003607.jpg,frame_003664.jpg,58,0.0,0.0,0.0,0.989179,0.0,0.0,12.91472589,77.52279957,none,low,0
42,frame_003665.jpg,frame_003720.jpg,56,0.0,0.0,0.0,0.958173,0.0,0.0,12.91473713,77.52266124,none,low,0
43,frame_003721.jpg,frame_003774.jpg,54,0.008821,0.214011,0.005011,0.999778,0.02,0.064203,12.91474947,77.52252358,alligator_crack,low,0
44,frame_003775.jpg,frame_003825.jpg,51,0.009243,0.216961,0.00534,0.995902,0.02,0.065088,12.91475477,77.5223847,alligator_crack,low,0
45,frame_003826.jpg,frame_003879.jpg,54,0.0,0.0,0.0,0.991135,0.0,0.0,12.91476304,77.52224582,none,low,0
46,frame_003880.jpg,frame_003931.jpg,52,0.019053,0.306104,0.017458,0.963846,0.04,0.091831,12.91477323,77.52210667,alligator_crack,low,0
47,frame_003932.jpg,frame_003982.jpg,51,0.0,0.0,0.0,0.983922,0.0,0.0,12.91478275,77.52196992,none,low,0
48,frame_003983.jpg,frame_004034.jpg,52,0.0,0.0,0.0,1.0,0.0,0.0,12.91479126,77.52183206,none,low,0
49,frame_004035.jpg,frame_004089.jpg,55,0.0,0.0,0.0,0.971849,0.0,0.0,12.9147973,77.52169263,none,low,0
50,frame_004090.jpg,frame_004119.jpg,30,0.0,0.0,0.0,0.985053,0.0,0.0,12.91480109,77.52158527,none,low,0
